serial_number,used
61497716C941,0
53E8C9726884,0
B3D715FF594C,0
A4108F0AD4BC,0
6BF21E25135B,0
119C9E79EF8B,0
827F2F07E068,0
66929FFEF677,0
71EE14EBE5D3,0
B54AF1AB3212,0
D8F6DC77EEFC,0
5D8CDE7C98EC,0
0592B833E169,0
9DA5FA8ECFD1,0
5DA8568CE2BD,0
086E17F2332E,0
3DDA715F4D57,0
A1020D0E62BB,0
4B0EBE4927A0,0
0733DA4E8F75,0
0DFC2085F0D2,0
AADDD8749234,0
6310C6FD0C6E,0
E6C162EBF6EE,0
844434E369D4,0
A034D27B2997,0
74A7509BC920,0
BD0FEF95E018,0
5C69A92A63E5,0
37658535DF0B,0
FDAD6B86484A,0
DEA5E816F7AB,0
E7C0A3E9987B,0
C034746A84AF,0
F21807E60713,0
3ECCC89ABCBA,0
36CB9D74157C,0
B4771982E261,0
BFB1FE2AF70F,0
7F99BE3449B4,0
7409D53BB81F,0
18C15DE7C53A,0
D498628C294A,0
0C0393EA938A,0
F6828791DD34,0
F0E1FC692874,0
C26C1272CBAC,0
7C4C2F87A9B3,0
AA64F2DF90E9,0
EC9970986115,0
5CB4DE1CEE82,0
659F47889559,0
16DBCDBF0B79,0
6B50601840E6,0
F7B63382C8BF,0
00046BC835E2,0
81C6D897E18D,0
1509F471DC1D,0
AFEC04BDAC8A,0
E5A56E5FDCDF,0
CA8470F57214,0
40039BD68EA1,0
BC490DE2374D,0
B0049B78DF00,0
E0C9A2B73BE2,0
466A223716A1,0
6E443361BE80,0
D7CDB690A9D8,0
924A490E6240,0
6A7977CB01CF,0
484061480249,0
32C2DAB4CDAF,0
437136072C57,0
AE234A9E7D99,0
DF33CD204B19,0
10545E95DB10,0
400EC06ABE08,0
851077D7D654,0
BDA254969B07,0
BE2829C4C36C,0
71ECE08516C3,0
39AC6303B72C,0
EA01E7DE6630,0
5C0A00C43063,0
E8F25244C07A,0
CF3E418362B2,0
1B1A5CF9CDF3,0
931D7ADB2D56,0
32CF1591A1AD,0
648CA7015575,0
674B79B03053,0
32A247890803,0
6CD771098D2A,0
9EAD51A98CDA,0
CAA5C5905455,0
848C6683D1CA,0
AC822F7BF047,0
F4A50870E719,0
E44ADB429767,0
9AA90379A37E,0
83E40ED541C2,0
F599155FFDD3,0
7F65A9943C3C,0
52B1B30DE75D,0
0B7FED3D516A,0
B77AFA774840,0
5B8179FEC41C,0
9C84913DDAAD,0
9C61D049F340,0
82A04CA8A141,0
840AFF4B77AE,0
E68B10C2ACEE,0
C61BB02D7C90,0
11716DADCEB1,0
DB58B2EA1DA8,0
DCE9B1D849E9,0
864F2A919440,0
B74B405D6539,0
6BF01CBBA692,0
E4FB7264E9BE,0
E7EB07A85BB0,0
936E0D4FAAB6,0
EC76D1B348D4,0
AAA9A3C44653,0
E6425597E11C,0
961AD6E18444,0
F6CA77326BB1,0
F06F2D1411DE,0
A93EACC7CDBA,0
DDEE76266040,0
550168192958,0
E8DA860A5E7E,0
55B69CC4B2F7,0
44B8B38861D3,0
DFFCB4771A33,0
A6934CE85584,0
CDBD7FAD8EC1,0
29B5B06645F0,0
0F465A6B20CC,0
467E38BF4EE6,0
61C3ED239B0F,0
EB4787084189,0
6D3E7C08FC99,0
D99199D5A198,0
9F3D2A9E4BE5,0
B4A791A399AB,0
DD6B0C9CD7C9,0
02BA90CF99E4,0
662B9D46D38A,0
327FDF7BFD2E,0
468D143C8E13,0
0373D6604182,0
9EC34F45778A,0
5E356A04B5D9,0
E54F7EC0F3D9,0
F92834B558FD,0
B680B7848C56,0
3F8696EE2556,0
5518926D20FE,0
2DA961C48137,0
A666676B38AE,0
CAA665EC1E61,0
CF3A123527D2,0
FA2D9CDBBD6A,0
78677DC6556B,0
2E24D3C8E3D1,0
2395D7AA0898,0
8FAA31F86DAB,0
1A455E00C472,0
4C05FEC569BF,0
CFD99CABE5A7,0
9B8E23C3E609,0
AE3710430A9F,0
8D0A747920A4,0
EEDD24F90227,0
454C5910CDD9,0
7FBD63820CC7,0
A2C4DB8253E5,0
6F0C5358D793,0
2835BF758B9E,0
22D532305A57,0
BDF06745CD19,0
CEA43D8C76D5,0
E8316413AB0F,0
32102D33BAEA,0
C11A5920451C,0
BE76BCD04995,0
2C9E0CA76726,0
369FA20AF935,0
B683232AC505,0
C5943D04AE71,0
96A484538306,0
A5B930207973,0
D5F0ED653E79,0
58056A30980D,0
E70245AB0E8F,0
6261789CFB72,0
F72D1BF625A3,0
5D242E3B2254,0
4848F3893063,0
A1C1734E3800,0
40BDC2C421EA,0
7F3BEAFDB815,0
740C27DA42F1,0
FD23B8162134,0
B37ACD207C88,0
67757B85D742,0
4ED648293A80,0
C17609CF15D9,0
771C67AB7E6E,0
FDA36F7BF308,0
5034ECD86D5C,0
BCD408913384,0
2908F1E9DF6A,0
7F2EC85894E4,0
DC50A270C9DE,0
320F293F0573,0
D528C169BD53,0
82C95EB5D03D,0
16EAC8861277,0
0FBC420084D8,0
E2DB2614C14B,0
6F36D2F9D4C9,0
0DBE39AE7049,0
191D9E4F01AF,0
53FA7152ADA3,0
B97EBFB36B08,0
EE6DBD4C8B2A,0
255F2FBA9AA0,0
40A36872BAE1,0
D37C075DE899,0
0D385D93B658,0
F02902BBA3FA,0
0BC44ED50A39,0
86F68B4537CC,0
46BC2E114B73,0
7E1439C1879E,0
FCF7B2CC0CE0,0
2601535078ED,0
B3C13E0D02C2,0
0924B4410088,0
8CC686B6B2E3,0
D5C7A5398657,0
52675B619743,0
D2E979DF3B96,0
EFEF7498FF38,0
3E988A26AC99,0
C3EDDF4B1F0F,0
E1C51740F1F2,0
D25C2A142BCD,0
9D84D6A50924,0
0FEF1BB87899,0
D84D6DEB7D32,0
C108D49A3E3B,0
20750BC9811A,0
00776C657C6C,0
9B0A7DCDAEFC,0
65AECB2DD47C,0
8F6C39F2AE3E,0
4EE22C070661,0
FA2954276FE8,0
CD6A8C3C08A2,0
36CE381407CF,0
17211FF97CFF,0
3986A5945E3C,0
5637513AD8B9,0
FED59ABFD92F,0
B6BDD4323AE2,0
DDADDDB3FC87,0
B3272E998303,0
2DF574923C6B,0
788193738807,0
9E67A58068D6,0
C6A3041D13A0,0
472A729A6B48,0
5B3BB4A0444A,0
DCC621EF5B9C,0
E4B428A2B175,0
433CD24C17A2,0
4069D80EB6A2,0
A3E93D5BCFFA,0
D8614AC837CA,0
5CBBC5C33F13,0
DE0B9D85AF8C,0
50D037CADBBA,0
E125B3BB9B93,0
6E9C9E0825AF,0
816FD89D4ED8,0
95B43EC9BAA2,0
851094EDDB4C,0
CB1526A658AE,0
184B289E00FA,0
3EB9024FB392,0
277B31A36D7A,0
E744B16B3D88,0
64D4FF3857C3,0
75FE729DDDCE,0
A210C17AD0C6,0
CE9A68415610,0
C8983E3FBDDE,0
269A17F735BE,0
8254402F3778,0
534856CA5107,0
BE7E2DD8A67A,0
B6B543EFABFA,0
10493B3B907C,0
17FB23C9220D,0
5F0DD411A4E7,0
07FBCF862793,0
8BB909C25B28,0
5437332E30AA,0
3336E806B0D7,0
E8C90006095D,0
41F259E69268,0
D4EE69F70175,0
840136C7C34F,0
D9E39B7A7607,0
1D8445998DD5,0
C3F287519F31,0
8515B32AF95E,0
3D64EC619CFF,0
34A71E060DF2,0
128998809108,0
8B33E9EC9ECF,0
68E247CFEBC7,0
4BAF4A7475C1,0
1E6E7883B82E,0
81753FB625FD,0
B2D6FE5CC4FC,0
E0427CBE9F78,0
3063CBC64296,0
3CC52BD88A23,0
172B2906E2F7,0
2C59A2DA0581,0
84F53EF4BB4D,0
3680082D6814,0
986F1DBB2C01,0
7A9303121F84,0
53C2ED8D926D,0
68E303FED568,0
A7BDDE706B43,0
D2F83D523F02,0
991944606E84,0
9F82A33959DC,0
BC4F54689FB2,0
321A1C0F2714,0
88A9C744E967,0
BDD96BFCABFF,0
D9C3C6C8648D,0
13934004313E,0
38FD62D2A074,0
60602EA3CD72,0
5F9EDF57798D,0
6366C55B66D2,0
A7EC35E8AC76,0
D379DC7950F8,0
98D10F4DBBD6,0
4F70501E950A,0
7940E966F899,0
881724F790CA,0
2BD0B6C7F8BE,0
1B7DC7528105,0
D94C3AC77BD6,0
C5AC26678EC4,0
9BBFE4835BDE,0
9C5FE0216635,0
06D524DBC400,0
9F2DEC2A1F72,0
26A42C87601A,0
CD3EE8938862,0
C8DC1F9634A2,0
2FB6560D0C6B,0
37AEBACA9D85,0
747AC4FE89F1,0
AB9D15A3A8C3,0
EBD0C18166E3,0
90F851E50225,0
B7AFE9556289,0
8B7F146FD3DA,0
019DCE304F2C,0
27E5628B5D0A,0
284EDAF49C37,0
1DF6DFD5DFB2,0
563F47F14093,0
C8C5B5DB3073,0
975AEFD8992F,0
61A3BD87E1C6,0
04DE6298B4C4,0
FF7CAD442980,0
DDC323570A8B,0
F79FBA2C4C3E,0
DDF857663708,0
BE7980AB6F2A,0
FC61442C2102,0
D42816CB0D33,0
625EE6C2F3D2,0
91D703DCACBA,0
4BEED7AC0283,0
3805262F5AE3,0
54D36EA353DD,0
A0EB99D1E733,0
32FF55BF5A73,0
438E1CB9244E,0
36E5C2A93EAC,0
8E3CED5CA15F,0
1F53D35B794A,0
64EFC7E0DB90,0
54A434767E83,0
86325C3BA1A8,0
C21C93F605FE,0
017430BAB166,0
34711E1FA863,0
EFE1E8E94F81,0
2C1CC0E37DFE,0
7048ED3CAB5C,0
71BD1ABD5F99,0
192FE7DE7D6C,0
EF7BD44903AA,0
CE8A888F8496,0
E0AB3B76C212,0
E5FC2E37A883,0
AF38AB1A0973,0
E752338424B0,0
A10506A74446,0
CBC6E3A6007F,0
001C041C1852,0
252FF4CB3EA1,0
E385566E1572,0
9DD46E3CBD3B,0
5604B8735C60,0
7492D76BC796,0
21F8AE334D67,0
DFD2A7BECEFA,0
2C5A60C35D4B,0
973316D969AC,0
F1095C7E8005,0
1CBA9BF4EF77,0
C458BB4B5B5A,0
DBD7700CF593,0
1B289BC52B0F,0
7DBA14563DA7,0
620E6315C924,0
EA01DB649BC9,0
B7D52BD6AE55,0
A2B7A7AB3DAB,0
D07946ECA7E2,0
3544F27EE2D8,0
BD2F23B5654C,0
DE125A7879F1,0
9591218ADF6C,0
57B157FFF8FD,0
CDA9662112D6,0
468DF9349B97,0
C75308E29C02,0
B872EB03B3F6,0
64A16632F636,0
5BC062D942B0,0
227081E16280,0
6D19FB39C792,0
0BA8921C3184,0
680D6CD37F65,0
A33150053162,0
B7B1D9E7C9ED,0
46032E354948,0
A255AEFFC518,0
BA07516D13B4,0
E011D10F03B0,0
3B4B82DFC701,0
43D4ECCE92DC,0
C27E109016AF,0
68C1BF36DC48,0
225318E0E796,0
764F0B6FEB83,0
144EB9C692F3,0
3831BAAA5310,0
679909EDFF16,0
A1AE98FC5D1C,0
CD936AF830A1,0
25D2401F0741,0
6C268AD2A417,0
B6DE1C39A93C,0
E11E45057C79,0
0FBEAFD5BDDF,0
A89FC9FFD5D5,0
3C975FDDA205,0
13AB8227B963,0
57E525E431FF,0
A7952BA27CAE,0
4AC7E3E264D8,0
2E0F4B0F4B86,0
31E335FFA8CB,0
22FE47B3DC62,0
BB3962CBC5A8,0
E8BE92F751BD,0
7AAA043E4E88,0
A01F5B1FA7CD,0
CCA52BC2A4C3,0
90BBCD380979,0
2A033B0B88B1,0
58DD8DB891A7,0
939BD6CF7113,0
42DC1983883A,0
A54525F06F23,0
5DDF92C18912,0
7809F24173DF,0
9E7F44A2DEDD,0
020588A26634,0
62E61533DFE2,0
91255C25960B,0
CBC5761B447E,0
01ECF778DA95,0
4692B29A4FEB,0
417F6DED09DE,0
2EDD04ADC4CE,0
BF3E73A2DA07,0
43483520C4D2,0
7CBD6EA183F5,0
E2154AC69E83,0
A951BB93E0AE,0
E5D24024C82A,0
4E0D8865F613,0
E14657D7CF55,0
613DF7B0F36E,0
B70CCD258021,0
B2687957100D,0
7A2A34107AC2,0
C937CAE8DD2D,0
1762A508161E,0
2260E1CAD2A7,0
D8F1624B1364,0
C1E20C864D50,0
A53B94CD3078,0
B847FD2AA26C,0
5F62676DDE39,0
2F6647966492,0
1BBE14F881EC,0
E1CF7669C1C4,0
5ABDB5214400,0
B27C37661783,0
BB68526EC113,0
40CAE630A369,0
CF1DA1EF48F7,0
9026B8809114,0
95A4D6CA6ED3,0
561604DA081C,0
4DB0A4F975ED,0
01267944C297,0
8A58EA8D1DA6,0
EB0D6C7F737A,0
74612DD05F77,0
3ED10CF21AE7,0
A7B03EEA31F4,0
F3667689023D,0
BD0E1BCD186C,0
92A1923F7D1B,0
D9249CD8082B,0
261D0D507222,0
158D19344818,0
19E5D81CF3ED,0
07D5BCA01B8B,0
4FE3B6937D25,0
3279649D893B,0
D6179186DE67,0
B447009DDD18,0
0ED47FB83863,0
3F686522B577,0
7D9E12A762FD,0
D0E82BB7210B,0
ED01478DFA81,0
D6F4B2BD0C2D,0
0F261A75EEB0,0
E3C634455180,0
8AC6C06D456B,0
CB9D4C77B9C9,0
A1E64CE409C2,0
1D782B161E83,0
013703AB84ED,0
58B324F761E5,0
9819371CA6D6,0
68BAC7C900FB,0
C610ECAE8194,0
25E14600ADFC,0
6D1D83ADB9FC,0
6DEC420F7D42,0
3FA5E263E68E,0
DB04256E6D35,0
4D05579CB809,0
62E1D4C6D28A,0
18A841DF319C,0
2C1553BDEE0F,0
3F8924F91FED,0
B5E63687A0A8,0
3A50C5811C0B,0
CE0E6A48DA6C,0
9661C2BFD536,0
4A5B884A7651,0
5762B54E541F,0
18F1C6F4C2EF,0
48E479888722,0
3A6825523AC2,0
CD5B38A1ACC3,0
7514464C5DFF,0
060EE41F6FD6,0
993558D0F91A,0
9F267B30896B,0
8CDC65FF21FB,0
2F8A369F433D,0
FFB7ED193645,0
805E41D8C7BB,0
FA706B6578D2,0
DA738C952FDB,0
D04D26EE3AEE,0
7B7C1BA3B17E,0
DD1020440803,0
D0DF9F0D7574,0
3A8D24849C3A,0
626A3F0B4DB5,0
D674704B9439,0
610074EE4C23,0
52D96E7BCA27,0
0B623536D5B0,0
AEE890A91EDF,0
BAB17F4B6CFE,0
0366A6CF8D2C,0
9943B6043A99,0
616C02CCC97D,0
007521AE8CE4,0
D0E58199E620,0
5B785E38B6C5,0
D6B64E799CE4,0
D3285C21698A,0
EC195A1BA1B7,0
DB2853006785,0
2CA44121073F,0
E25A32C21D5C,0
32BE89A59CAC,0
A1416E4621CE,0
38A384325637,0
A77673B25FC8,0
D560CAFA2211,0
CDE5010EAA85,0
C23E93E2C967,0
25662D032FE7,0
6AD147015576,0
4765FF4CA14A,0
534AE61DB08E,0
942B644D0FFC,0
A99D0978DBEF,0
AA38184DA27A,0
2B5E184206DB,0
176CCE127F6F,0
3D1AE4FDC3C6,0
2A68C940149A,0
2E731C6C7C49,0
31D5A44E3E6C,0
474A8BFE6BA5,0
323314ED1033,0
EF6CF3769613,0
811C55B82CCE,0
4121C943B0C7,0
A6C4C4A10E1D,0
6A9778FA3596,0
D99971B69040,0
DDB4B64DDA53,0
29BF804E82A7,0
6B9437F1CB2D,0
D44A91144172,0
2113028AB8D6,0
350AA165654A,0
55F425F61ABB,0
E9E75C1B9E5B,0
5AB6C361678C,0
57479FE09A54,0
8DBDF791A146,0
22E3658A86FC,0
D89A1DDD1300,0
4FD66ED62D46,0
D1B1D8E338A8,0
0D983BDC50F8,0
CBBABD831E3D,0
C82D66803681,0
DCB2826CF8B1,0
4D2CC0E10347,0
5920916246C0,0
DD09A27A6036,0
11FABC838495,0
B01B478D553A,0
19AEC9089A70,0
C59F9826249D,0
DEC0A5800FCC,0
7D6608A1269E,0
D1A938AF6884,0
AB3A938D0BD5,0
B54BA8B46569,0
E4742710E7EC,0
E61B020CF138,0
359121CA6B34,0
D48CCF502633,0
C6D2AB275474,0
50D4577EF9EA,0
2E2647A5E39A,0
4DC697EF87E3,0
809677D29876,0
C0292DC05F18,0
1FDCE4CB6336,0
60298EF62A8C,0
3A18CC5E2DE2,0
2E3279A357D9,0
E11EFFA495F4,0
B9EE1D2E4C52,0
77115E749251,0
B385B80ACA6A,0
71E445C4DB61,0
FA4A5CC638B5,0
20E78EB72765,0
265E1400BBE6,0
51E080949A92,0
07F63B10C954,0
AA07B3D9A05E,0
1131B7F933E1,0
A2A3757A07A2,0
483EE6276645,0
2A7387C49B1E,0
19AAE0212CE7,0
E6665516F8CA,0
B332935395FE,0
6BE7D1E3760E,0
67872E98EE02,0
57FF7E74B8CD,0
62CA800181BA,0
BD0B7CB67990,0
E1B91BA2403A,0
2A06C5913402,0
B9378465D30B,0
2E4C64C926BB,0
B9EFC5142185,0
98801BF5B376,0
0A68DCE3C92B,0
A6BB81959525,0
5A85DE97FE64,0
6BDCAD7DCD8C,0
5F9034E7CF34,0
8B9A3767FAF5,0
0D21D05F94AD,0
8C5A6B80C17C,0
52E01D86217E,0
C731A0B265A9,0
70408A1FF4C3,0
78897C95E4B1,0
37C79DD6E3D0,0
402491A31A25,0
0AE80CA97C57,0
22722BE67DDA,0
53621DE6DDC1,0
59DB2969E6D9,0
E3306DDD6414,0
C3B3541EBD97,0
ABFCA2380617,0
53920534D358,0
F3DA94B49FA8,0
B8E2A75C808B,0
3098BF21BE43,0
F82EEDBEA98D,0
6D4CAE2DA18D,0
566C4C9D61AD,0
ACC21D16903D,0
B22FD9F02B0F,0
775A7DD6B147,0
A1B372E6E16C,0
D8048F5AD69E,0
8BC8D6F9B113,0
72ED21270CBC,0
3B338FBE3A70,0
7E99BEAD92E8,0
561701049BE8,0
4B2A8BB5C177,0
8BA4124D3E80,0
52E9D58C9753,0
137C01420498,0
A773B626E437,0
15B5D4E4957A,0
F8129B6EF75B,0
B864AB2F9E23,0
0FD6EE30E2D1,0
90E0E4D92E4A,0
BCB6C805C570,0
9CFBAABEB736,0
DEE606B42B24,0
F0E6B4FF0D56,0
9FB94A1E7A84,0
8DE7F2F5C060,0
266936734EE8,0
5BEA9518772E,0
DA21A06EADDE,0
0A4103E7A62F,0
E22286ECB7A0,0
007BFB0AD16F,0
ABBCC1ADFF92,0
2FBC5BE6B736,0
E187EACBA452,0
18027DF8D696,0
FE2834A08E3C,0
9204D85BCBC6,0
A49CA7DB631F,0
E1E87A2BFE8E,0
127E28A985DF,0
4FA2204B598C,0
0EC3B3573CB8,0
1C2743DFFC61,0
ED14FFC584E8,0
3EDB3FF29F01,0
004D48D17527,0
E3070801A0E9,0
1A78A5E0CD82,0
8C5F39F2A25C,0
AF9E9C8E401E,0
F539E69C82C7,0
2488ED0B28B9,0
628C9D8018DC,0
556F2F1ACDA5,0
9513B4CD34A1,0
1A1CE24DEE8F,0
94F79E63714F,0
20EF0E5819B1,0
DA1B2A77C3C3,0
3467B3E2E88F,0
FA433BD706A9,0
93FA5354C910,0
8BB2AB5BD471,0
BD0D07C8DA7F,0
E31BB12AEEEE,0
DDBAE54A76E9,0
8EE0897DDEAB,0
E5B8215ED66D,0
A9BA28A0CC35,0
6EFDBE7AD150,0
A86E0200C2CD,0
25A3B9A089CE,0
D289FE6AD655,0
6AF7AD3F878A,0
297E91DBFDFC,0
BC21B7CFF475,0
C177475C5119,0
E46A6ACF8690,0
255B2BA66499,0
89E7FEE86822,0
0DC7CFE82770,0
515114570C4B,0
900B7989AFC4,0
4A3DABDFE291,0
BED989EB9086,0
22AF6B0C0695,0
15B671F84B98,0
5B7A02D60AEB,0
84963BF130A6,0
A99547B87598,0
6BFFCE3F6457,0
52203CC80915,0
DF51EA0ADBDB,0
EA61BE579D89,0
E63F496ABE0B,0
DE03D00558AC,0
0696D4A7B741,0
5A2C971127D0,0
0DF05D7983CF,0
A90D0E3BC702,0
F248933DD647,0
98BF082FA472,0
4792EC76978F,0
CDA83FD6A8F4,0
EFD9933CF3AE,0
B92419E9F2EB,0
155A1A5CE419,0
D6DB469B6B73,0
ADFFAE223308,0
4FFDC60F610D,0
99D0EFD4FD49,0
FDEAF066F46B,0
D54B6E72453C,0
A2D59FCE1C17,0
862D33AD2751,0
2ADCBD342EAA,0
580B0C3D53AD,0
313EAC6CE6DE,0
C882D03C8C6B,0
1E449540B798,0
6568F8B32456,0
8E0C06605B4E,0
10960212DEEC,0
F3B6189FB343,0
219AF16D760A,0
6A675DBD657B,0
6A0FA5F23CB4,0
D126DD92D2F4,0
01CD40BF9B23,0
477C301825B7,0
03D71DE45A54,0
E700D1ED0D7F,0
6243B2EE426A,0
A69231117C6F,0
5F740B8625A6,0
0F19333CC5DF,0
BD984D35787F,0
55739070630C,0
56D651E0D3C7,0
E04A72F6C3F9,0
703C437DABF6,0
F83BFD4246D8,0
953B14B6BDF1,0
7FAA943BE917,0
DE2191ECE33A,0
37081D6010CA,0
C2B75A7680D1,0
9AF4443E8963,0
A85742C30247,0
ABD7733F5DC7,0
4C6B7267F611,0
3FB49742BF00,0
91263FB5929E,0
5D9AAFDEB324,0
1E0492F8BF6C,0
CDCBDD16126C,0
0C6BA6CC7F06,0
54C3F65063F1,0
60415114594A,0
EE527333799E,0
DFDAC9F68581,0
0C8F950D6600,0
F1E007004892,0
96081A77CC87,0
28F46E11A409,0
55372D102967,0
12934F26B841,0
7239885D69F0,0
3CD825877D01,0
45630E4683A5,0
DAB26F1FCD16,0
DDE79D469899,0
F13134C60107,0
FF60B8F5B33E,0
9FAD8807EFCA,0
05C7E31D1057,0
2CACED2F492A,0
C7228CC71E74,0
A41E08DAA225,0
1621E9E99059,0
234B4FA7E45C,0
484EBA406E2A,0
7BA0D1BF7108,0
2220BAEA30C2,0
CFD3A0FA424E,0
B92365CBBCF4,0
A27747936D5F,0
3071AC9F1FFB,0
7E39A7D2A116,0
AF4FDC13340B,0
2FBB6F018246,0
AF7258449E48,0
EE770C6A4FA1,0
0C0F1E9DA103,0
BE6FB34D8C04,0
148020BB6A95,0
EB797D7CC66A,0
1523261FBF1A,0
6084156297BC,0
0A3DF697A684,0
45EDA4C992EB,0
474B9D213002,0
F00FCF926A96,0
2AB222176932,0
5904A805C637,0
F86659ADD3DB,0
26D0453B9475,0
EEA2DA443E9D,0
CAE6ACFB0724,0
B336A519666D,0
707C33F4E995,0
CD6E5B6C8200,0
9742420B9B98,0
5CC25F30FAC0,0
8310BD47E6EF,0
5F0022ABC22B,0
4CACAE224B09,0
AC726855A4EE,0
6489340D382E,0
528D4F2DD9BC,0
30C820FFB06A,0
D5AD850194B0,0
CCB4753A9BAB,0
97BC9BB37EFF,0
6B67C84FB1F6,0
6A457A2B29D1,0
92FBA11962CA,0
1EC21D2ABD52,0
9D50F4A60918,0
35C36FA8FD84,0
D3B4A885FEE1,0
88F886165207,0
68A718E1E671,0
29D8175DE1E3,0
D8EC8D9AB9F2,0
7DCF57F6DAD9,0
3746A41392D8,0
D3D803B8A78E,0
FCFF13F7E175,0
03AF55DEC79E,0
6C6C07E66383,0
A1447A5471C1,0
7CB3BC7470CF,0
F77DF00F5538,0
DC5996DC95D8,0
C14109002F48,0
B6996F56BB57,0
8F5C12CBE43C,0
61EFB1D96DB6,0
9CF91D1032C6,0
C5AEF1ECF688,0
CC54C9A617F0,0
89CE0E70E84E,0
5303988C3812,0
F9866E31BFF3,0
1899609F2F59,0
69900D39AA8E,0
7201987BDB9E,0
38EC7483E5D4,0
AD713ABDAA23,0
009F31E79530,0
786F84E52ECC,0
7C978710F640,0
56B5AD5EEA1E,0
2F0B761E7D1B,0
420E872ACBE3,0
6043CE36F66C,0
9EF6E8859407,0
084641D492A7,0
F01A2238488C,0
61C7BE10C630,0
06D64738A095,0
BD23802EC555,0
EFEA9185D802,0
0CA8B0522CCC,0
BEE65FA0AE2F,0
E41E313C8040,0
AA3484F5B75A,0
2F013E5F4636,0
52818C89CB0D,0
2574F7EE416B,0
D356A6D90A1E,0
C8C27DE90AB8,0
76235ACCBFE2,0
050A31424C64,0
19599AC89E62,0
E4D1A2CDF849,0
C7D036EB9086,0
E39027954823,0
5A047E032C85,0
824A1D0CBA5F,0
CF0CE8353399,0
B7167799E562,0
CFBB7866C563,0
DCC30D4EB2F6,0
4BE4CD1E13A8,0
A881B43F72EF,0
9024771FDAED,0
90DB4D34C28C,0
3CD84BCFBAA1,0
BECDE1EBDADC,0
F0F56F729F78,0
9485C05B91C4,0
E33F2A59A2A4,0
C12D199A7B2B,0
7FDC723E82B7,0
57B4F6E526B7,0
7ADB0976468C,0
30B3AF4F6C32,0
A917864D7DD2,0
2C9362CB036A,0
A82CBF48FDD6,0
C169F65EBC3D,0
AF977A96CB5A,0
B0949E016311,0
3A81EF4E9C05,0
CB2E2686C7EF,0
892F5D2FFA85,0
55C3BA177E84,0
B06A39B6C98A,0
1D7C8C046311,0
9913033894CA,0
6D1E181B819B,0
0B6F06CF50B7,0
E08E74E9083C,0
0B49B9F75B1D,0
F7ED4A014627,0
DAC096091FAF,0
E69B236F3D97,0
96B9A2F9EE1C,0
28E3A03DF73D,0
E4528D5D9C02,0
22F862AE09BE,0
156FF60E884C,0
8B298CE5CCD5,0
F28918313813,0
2E263C5F6628,0
5BBB3CA395F4,0
5147330C398D,0
2CD24E5BDCE6,0
D9CF7E3A139A,0
732485590B03,0
A1641CA60768,0
D2B8B5650089,0
D5DA827FC3D0,0
669180229666,0
68D401185841,0
55FC2EE34890,0
9EAA3F627FB6,0
157565ED4C0E,0
099272298994,0
EF9A2DD0449A,0
FCA9E22DFB17,0
76E21DC1801F,0
D1891C673823,0
1C654B0E9FF1,0
0D192964583D,0
F067B7E62634,0
5326927EDA52,0
5F5D0B7291E8,0
2BC5A0935C61,0
200989DF121B,0
1F68CB585137,0
D28F2174FB35,0
B0F70B7EFA13,0
BA5344EA6FEA,0
8D5967B1491F,0
51F0FF609D97,0
C9DC25D74968,0
7C68AD4ADC32,0
2041FE40C18F,0
A30A58EB4B86,0
54D18FA15CB0,0
1F03D910E50D,0
DE3383A6F67B,0
978F5663D7AE,0
3250E162FD4E,0
A746D5F27DDA,0
58590DFBC304,0
FCA0DC01BBE0,0
D5FBE809709C,0
E939716FA2CF,0
6C36458A0321,0
002B877220E2,0
08AC780174D6,0
F1B4F9F74AFB,0
CBABA64587CB,0
3C1C658FAF8E,0
99CA4C896F3B,0
83DACC523C05,0
971D2F82DFCC,0
1AD903BB1DD7,0
7B4668F10E53,0
A1177B28810F,0
27A5FE7F1A72,0
752C147D69A9,0
92CB51E70133,0
0D9CFF7A7871,0
5CC332DD52AA,0
A7156B9F21B6,0
337E7F16B474,0
DD175285D9DE,0
4C3CD33E9676,0
75399565E096,0
E5A4F5C0B2D7,0
DA239879CD0F,0
FDAC04C31C7F,0
DC354D0885E7,0
5706A92C12DC,0
A1EA3D92EDCF,0
A2FC98C4894C,0
A2822F9243C2,0
5E23FFA6A325,0
78F6DFB9D2EF,0
41E914178C3C,0
3E4936EDEF58,0
9AACD10A4295,0
86DD6B95A7C8,0
23434B618E2D,0
2D26242A5571,0
162EDC8C0319,0
69D002925FD0,0
93B47C134C66,0
E263F5E8B480,0
DFD9308AF9A0,0
2055EB611563,0
56C52F37BB57,0
43B2E96F58C4,0
FA8101A1EBCB,0
A54C24C809B4,0
2B64C0D68D50,0
93C326859F6A,0
B9171EDF9678,0
2E8702AF4A09,0
46050DFBCF46,0
D7DED2FB5879,0
5667DECCD915,0
E468B8A77FA1,0
57BD9C0531C3,0
FBD539E5C36D,0
5041F569BD41,0
9182270AEA2F,0
C4A7A36A3126,0
45EF8C0DEAB2,0
70ABB35ADA54,0
A84CBFFA4F55,0
B05CA16DEADE,0
008C79E20FEF,0
D9B719A77E57,0
5B14A9FCE870,0
8EC3D936AFC8,0
6017C5C345C1,0
5C785AD9A06C,0
DD6935DA906E,0
CCA9B2AE23BC,0
1CAF8AB16183,0
F2F2475A1B10,0
08BBB920022F,0
45F6A3606EE5,0
03ECC7B69500,0
914CC7B6A156,0
